first_name,last_name,gender,birthday,name,type,party,start_date,end_date,congress_numbers,state
charles,grassley,M,1933-09-17,Chuck Grassley,sen,Republican,2017-01-03,2023-01-03,"[115, 116, 117]",iowa
john,hoeven,M,1957-03-13,John Hoeven,sen,Republican,2017-01-03,2023-01-03,"[115, 116, 117]",north dakota
ron,johnson,M,1955-04-08,Ron Johnson,sen,Republican,2017-01-03,2023-01-03,"[115, 116, 117]",wisconsin
james,lankford,M,1968-03-04,James Lankford,sen,Republican,2017-01-03,2023-01-03,"[115, 116, 117]",oklahoma
mike,lee,M,1971-06-04,Mike Lee,sen,Republican,2017-01-03,2023-01-03,"[115, 116, 117]",utah
edward,markey,M,1946-07-11,Edward J. Markey,sen,Democrat,2015-01-06,2021-01-03,"[114, 115, 116]",massachusetts
jerry,moran,M,1954-05-29,Jerry Moran,sen,Republican,2017-01-03,2023-01-03,"[115, 116, 117]",kansas
lisa,murkowski,F,1957-05-22,Lisa Murkowski,sen,Republican,2017-01-03,2023-01-03,"[115, 116, 117]",alaska
patty,murray,F,1950-10-11,Patty Murray,sen,Democrat,2017-01-03,2023-01-03,"[115, 116, 117]",washington
rand,paul,M,1963-01-07,Rand Paul,sen,Republican,2017-01-03,2023-01-03,"[115, 116, 117]",kentucky
gary,peters,M,1958-12-01,Gary C. Peters,sen,Democrat,2015-01-06,2021-01-03,"[114, 115, 116]",michigan
charles,schumer,M,1950-11-23,Charles E. Schumer,sen,Democrat,2017-01-03,2023-01-03,"[115, 116, 117]",new york
tim,scott,M,1965-09-19,Tim Scott,sen,Republican,2017-01-03,2023-01-03,"[115, 116, 117]",south carolina
john,thune,M,1961-01-07,John Thune,sen,Republican,2017-01-03,2023-01-03,"[115, 116, 117]",south dakota
chris,van hollen,M,1959-01-10,Chris Van Hollen,sen,Democrat,2017-01-03,2023-01-03,"[115, 116, 117]",maryland
ron,wyden,M,1949-05-03,Ron Wyden,sen,Democrat,2017-01-03,2023-01-03,"[115, 116, 117]",oregon
todd,young,M,1972-08-24,Todd Young,sen,Republican,2017-01-03,2023-01-03,"[115, 116, 117]",indiana
brian,schatz,M,1972-10-20,Brian Schatz,sen,Democrat,2017-01-03,2023-01-03,"[115, 116, 117]",hawaii
tom,cotton,M,1977-05-13,Tom Cotton,sen,Republican,2015-01-06,2021-01-03,"[114, 115, 116]",arkansas
tammy,duckworth,F,1968-03-12,Tammy Duckworth,sen,Democrat,2017-01-03,2023-01-03,"[115, 116, 117]",illinois
steve,daines,M,1962-08-20,Steve Daines,sen,Republican,2015-01-06,2021-01-03,"[114, 115, 116]",montana
cory,booker,M,1969-04-27,Cory A. Booker,sen,Democrat,2015-01-06,2021-01-03,"[114, 115, 116]",new jersey
dan,sullivan,M,1964-11-13,Dan Sullivan,sen,Republican,2015-01-06,2021-01-03,"[114, 115, 116]",alaska
joni,ernst,F,1970-07-01,Joni Ernst,sen,Republican,2015-01-06,2021-01-03,"[114, 115, 116]",iowa
thom,tillis,M,1960-08-30,Thom Tillis,sen,Republican,2015-01-06,2021-01-03,"[114, 115, 116]",north carolina
mike,rounds,M,1954-10-24,Mike Rounds,sen,Republican,2015-01-06,2021-01-03,"[114, 115, 116]",south dakota
john,kennedy,M,1951-11-21,John Kennedy,sen,Republican,2017-01-03,2023-01-03,"[115, 116, 117]",louisiana
margaret,hassan,F,1958-02-27,Margaret Wood Hassan,sen,Democrat,2017-01-03,2023-01-03,"[115, 116, 117]",new hampshire
catherine,cortez masto,F,1964-03-29,Catherine Cortez Masto,sen,Democrat,2017-01-03,2023-01-03,"[115, 116, 117]",nevada
tina,smith,F,1958-03-04,Tina Smith,sen,Democrat,2018-11-07,2021-01-03,"[115, 116]",minnesota
cindy,hyde-smith,F,1959-05-10,Cindy Hyde-Smith,sen,Republican,2018-11-28,2021-01-03,"[115, 116]",mississippi
mike,pompeo,M,1963-12-30,Mike Pompeo,rep,Republican,2017-01-03,2017-01-23,[115],kansas
xavier,becerra,M,1958-01-26,Xavier Becerra,rep,Democrat,2017-01-03,2017-01-24,[115],california
jefferson,sessions,M,1946-12-24,Jeff Sessions,sen,Republican,2015-01-06,2017-02-08,"[114, 115]",alabama
tom,price,M,1954-10-08,Tom Price,rep,Republican,2017-01-03,2017-02-10,[115],georgia
mick,mulvaney,M,1967-07-21,Mick Mulvaney,rep,Republican,2017-01-03,2017-02-16,[115],south carolina
jason,chaffetz,M,1967-03-26,Jason Chaffetz,rep,Republican,2017-01-03,2017-06-30,[115],utah
tim,murphy,M,1952-09-11,Tim Murphy,rep,Republican,2017-01-03,2017-10-21,[115],pennsylvania
john,conyers,M,1929-05-16,"John Conyers, Jr.",rep,Democrat,2017-01-03,2017-12-05,[115],michigan
trent,franks,M,1957-06-19,Trent Franks,rep,Republican,2017-01-03,2017-12-08,[115],arizona
alan,franken,M,1951-05-21,Al Franken,sen,Democrat,2015-01-06,2018-01-02,"[114, 115]",minnesota
luther,strange,M,1953-03-01,Luther Strange,sen,Republican,2017-02-09,2018-01-03,[115],alabama
patrick,tiberi,M,1962-10-21,Patrick J. Tiberi,rep,Republican,2017-01-03,2018-01-15,[115],ohio
louise,slaughter,F,1929-08-14,Louise McIntosh Slaughter,rep,Democrat,2017-01-03,2018-03-16,[115],new york
thad,cochran,M,1937-12-07,Thad Cochran,sen,Republican,2015-01-06,2018-04-01,"[114, 115]",mississippi
blake,farenthold,M,1961-12-12,Blake Farenthold,rep,Republican,2017-01-03,2018-04-06,[115],texas
patrick,meehan,M,1955-10-20,Patrick Meehan,rep,Republican,2017-01-03,2018-04-27,[115],pennsylvania
jim,bridenstine,M,1975-06-15,Jim Bridenstine,rep,Republican,2017-01-03,2018-04-23,[115],oklahoma
charles,dent,M,1960-05-24,Charles W. Dent,rep,Republican,2017-01-03,2018-05-12,[115],pennsylvania
john,mccain,M,1936-08-29,John McCain,sen,Republican,2017-01-03,2018-08-25,[115],arizona
ron,desantis,M,1978-09-14,Ron DeSantis,rep,Republican,2017-01-03,2018-09-10,[115],florida
evan,jenkins,M,1960-09-12,Evan H. Jenkins,rep,Republican,2017-01-03,2018-09-30,[115],west virginia
jon,kyl,M,1942-04-25,Jon Kyl,sen,Republican,2018-09-05,2018-12-31,[115],arizona
michelle,lujan grisham,F,1959-10-24,Michelle Lujan Grisham,rep,Democrat,2017-01-03,2018-12-31,[115],new mexico
bob,corker,M,1952-08-24,Bob Corker,sen,Republican,2013-01-03,2019-01-03,"[113, 114, 115]",tennessee
orrin,hatch,M,1934-03-22,Orrin G. Hatch,sen,Republican,2013-01-03,2019-01-03,"[113, 114, 115]",utah
claire,mccaskill,F,1953-07-24,Claire McCaskill,sen,Democrat,2013-01-03,2019-01-03,"[113, 114, 115]",missouri
bill,nelson,M,1942-09-29,Bill Nelson,sen,Democrat,2013-01-03,2019-01-03,"[113, 114, 115]",florida
lou,barletta,M,1956-01-28,Lou Barletta,rep,Republican,2017-01-03,2019-01-03,[115],pennsylvania
joe,barton,M,1949-09-15,Joe Barton,rep,Republican,2017-01-03,2019-01-03,[115],texas
diane,black,F,1951-01-16,Diane Black,rep,Republican,2017-01-03,2019-01-03,[115],tennessee
madeleine,bordallo,F,1933-05-31,Madeleine Z. Bordallo,rep,Democrat,2017-01-03,2019-01-03,[115],gu
robert,brady,M,1945-04-07,Robert A. Brady,rep,Democrat,2017-01-03,2019-01-03,[115],pennsylvania
michael,capuano,M,1952-01-09,Michael E. Capuano,rep,Democrat,2017-01-03,2019-01-03,[115],massachusetts
mike,coffman,M,1955-03-19,Mike Coffman,rep,Republican,2017-01-03,2019-01-03,[115],colorado
joseph,crowley,M,1962-03-16,Joseph Crowley,rep,Democrat,2017-01-03,2019-01-03,[115],new york
john,culberson,M,1956-08-24,John Abney Culberson,rep,Republican,2017-01-03,2019-01-03,[115],texas
jeff,denham,M,1967-07-29,Jeff Denham,rep,Republican,2017-01-03,2019-01-03,[115],california
joe,donnelly,M,1955-09-29,Joe Donnelly,sen,Democrat,2013-01-03,2019-01-03,"[113, 114, 115]",indiana
john,duncan,M,1947-07-21,"John J. Duncan, Jr.",rep,Republican,2017-01-03,2019-01-03,[115],tennessee
keith,ellison,M,1963-08-04,Keith Ellison,rep,Democrat,2017-01-03,2019-01-03,[115],minnesota
jeff,flake,M,1962-12-31,Jeff Flake,sen,Republican,2013-01-03,2019-01-03,"[113, 114, 115]",arizona
rodney,frelinghuysen,M,1946-04-29,Rodney P. Frelinghuysen,rep,Republican,2017-01-03,2019-01-03,[115],new jersey
bob,goodlatte,M,1952-09-22,Bob Goodlatte,rep,Republican,2017-01-03,2019-01-03,[115],virginia
trey,gowdy,M,1964-08-22,Trey Gowdy,rep,Republican,2017-01-03,2019-01-03,[115],south carolina
gene,green,M,1947-10-17,Gene Green,rep,Democrat,2017-01-03,2019-01-03,[115],texas
luis,gutiérrez,M,1953-12-10,Luis V. Gutiérrez,rep,Democrat,2017-01-03,2019-01-03,[115],illinois
gregg,harper,M,1956-06-01,Gregg Harper,rep,Republican,2017-01-03,2019-01-03,[115],mississippi
jeb,hensarling,M,1957-05-29,Jeb Hensarling,rep,Republican,2017-01-03,2019-01-03,[115],texas
randy,hultgren,M,1966-03-01,Randy Hultgren,rep,Republican,2017-01-03,2019-01-03,[115],illinois
lynn,jenkins,F,1963-06-10,Lynn Jenkins,rep,Republican,2017-01-03,2019-01-03,[115],kansas
sam,johnson,M,1930-10-11,Sam Johnson,rep,Republican,2017-01-03,2019-01-03,[115],texas
raúl,labrador,M,1967-12-08,Raúl R. Labrador,rep,Republican,2017-01-03,2019-01-03,[115],idaho
leonard,lance,M,1952-06-25,Leonard Lance,rep,Republican,2017-01-03,2019-01-03,[115],new jersey
sander,levin,M,1931-09-06,Sander M. Levin,rep,Democrat,2017-01-03,2019-01-03,[115],michigan
frank,lobiondo,M,1946-05-12,Frank A. LoBiondo,rep,Republican,2017-01-03,2019-01-03,[115],new jersey
kristi,noem,F,1971-11-30,Kristi L. Noem,rep,Republican,2017-01-03,2019-01-03,[115],south dakota
erik,paulsen,M,1965-05-14,Erik Paulsen,rep,Republican,2017-01-03,2019-01-03,[115],minnesota
stevan,pearce,M,1947-08-24,Stevan Pearce,rep,Republican,2017-01-03,2019-01-03,[115],new mexico
ted,poe,M,1948-09-10,Ted Poe,rep,Republican,2017-01-03,2019-01-03,[115],texas
jared,polis,M,1975-05-12,Jared Polis,rep,Democrat,2017-01-03,2019-01-03,[115],colorado
david,reichert,M,1950-08-29,David G. Reichert,rep,Republican,2017-01-03,2019-01-03,[115],washington
james,renacci,M,1958-12-03,James B. Renacci,rep,Republican,2017-01-03,2019-01-03,[115],ohio
dana,rohrabacher,M,1947-06-21,Dana Rohrabacher,rep,Republican,2017-01-03,2019-01-03,[115],california
todd,rokita,M,1970-02-09,Todd Rokita,rep,Republican,2017-01-03,2019-01-03,[115],indiana
thomas,rooney,M,1970-11-21,Thomas J. Rooney,rep,Republican,2017-01-03,2019-01-03,[115],florida
ileana,ros-lehtinen,F,1952-07-15,Ileana Ros-Lehtinen,rep,Republican,2017-01-03,2019-01-03,[115],florida
peter,roskam,M,1961-09-13,Peter J. Roskam,rep,Republican,2017-01-03,2019-01-03,[115],illinois
dennis,ross,M,1959-10-18,Dennis A. Ross,rep,Republican,2017-01-03,2019-01-03,[115],florida
edward,royce,M,1951-10-12,Edward R. Royce,rep,Republican,2017-01-03,2019-01-03,[115],california
paul,ryan,M,1970-01-29,Paul D. Ryan,rep,Republican,2017-01-03,2019-01-03,[115],wisconsin
bill,shuster,M,1961-01-10,Bill Shuster,rep,Republican,2017-01-03,2019-01-03,[115],pennsylvania
lamar,smith,M,1947-11-19,Lamar Smith,rep,Republican,2017-01-03,2019-01-03,[115],texas
niki,tsongas,F,1946-04-26,Niki Tsongas,rep,Democrat,2017-01-03,2019-01-03,[115],massachusetts
timothy,walz,M,1964-04-06,Timothy J. Walz,rep,Democrat,2017-01-03,2019-01-03,[115],minnesota
kevin,yoder,M,1976-01-08,Kevin Yoder,rep,Republican,2017-01-03,2019-01-03,[115],kansas
dean,heller,M,1960-05-10,Dean Heller,sen,Republican,2013-01-03,2019-01-03,"[113, 114, 115]",nevada
elizabeth,esty,F,1959-08-25,Elizabeth H. Esty,rep,Democrat,2017-01-03,2019-01-03,[115],connecticut
luke,messer,M,1969-02-27,Luke Messer,rep,Republican,2017-01-03,2019-01-03,[115],indiana
john,delaney,M,1963-04-16,John K. Delaney,rep,Democrat,2017-01-03,2019-01-03,[115],maryland
richard,nolan,M,1943-12-17,Richard M. Nolan,rep,Democrat,2017-01-03,2019-01-03,[115],minnesota
robert,pittenger,M,1948-08-15,Robert Pittenger,rep,Republican,2017-01-03,2019-01-03,[115],north carolina
heidi,heitkamp,F,1955-10-30,Heidi Heitkamp,sen,Democrat,2013-01-03,2019-01-03,"[113, 114, 115]",north dakota
keith,rothfus,M,1962-04-25,Keith J. Rothfus,rep,Republican,2017-01-03,2019-01-03,[115],pennsylvania
beto,o’rourke,M,1972-09-26,Beto O’Rourke,rep,Democrat,2017-01-03,2019-01-03,[115],texas
marshall,sanford,M,1960-05-28,Mark Sanford,rep,Republican,2017-01-03,2019-01-03,[115],south carolina
david,brat,M,1964-07-27,Dave Brat,rep,Republican,2017-01-03,2019-01-03,[115],virginia
steve,knight,M,1966-12-17,Stephen Knight,rep,Republican,2017-01-03,2019-01-03,[115],california
mimi,walters,F,1962-05-14,Mimi Walters,rep,Republican,2017-01-03,2019-01-03,[115],california
carlos,curbelo,M,1980-03-01,Carlos Curbelo,rep,Republican,2017-01-03,2019-01-03,[115],florida
rod,blum,M,1955-04-26,Rod Blum,rep,Republican,2017-01-03,2019-01-03,[115],iowa
david,young,M,1968-05-11,David Young,rep,Republican,2017-01-03,2019-01-03,[115],iowa
bruce,poliquin,M,1953-11-01,Bruce Poliquin,rep,Republican,2017-01-03,2019-01-03,[115],maine
mike,bishop,M,1967-03-18,Mike Bishop,rep,Republican,2017-01-03,2019-01-03,[115],michigan
dave,trott,M,1960-10-16,David A. Trott,rep,Republican,2017-01-03,2019-01-03,[115],michigan
tom,macarthur,M,1960-10-16,Thomas MacArthur,rep,Republican,2017-01-03,2019-01-03,[115],new jersey
steve,russell,M,1963-05-25,Steve Russell,rep,Republican,2017-01-03,2019-01-03,[115],oklahoma
ryan,costello,M,1976-09-07,Ryan A. Costello,rep,Republican,2017-01-03,2019-01-03,[115],pennsylvania
mia,love,F,1975-12-06,Mia B. Love,rep,Republican,2017-01-03,2019-01-03,[115],utah
barbara,comstock,F,1959-06-30,Barbara Comstock,rep,Republican,2017-01-03,2019-01-03,[115],virginia
daniel,donovan,M,1956-11-06,"Daniel M. Donovan, Jr.",rep,Republican,2017-01-03,2019-01-03,[115],new york
colleen,hanabusa,F,1951-05-04,Colleen Hanabusa,rep,Democrat,2017-01-03,2019-01-03,[115],hawaii
carol,shea-porter,F,1952-12-02,Carol Shea-Porter,rep,Democrat,2017-01-03,2019-01-03,[115],new hampshire
jason,lewis,M,1955-09-23,Jason Lewis,rep,Republican,2017-01-03,2019-01-03,[115],minnesota
ruben,kihuen,M,1980-04-25,Ruben J. Kihuen,rep,Democrat,2017-01-03,2019-01-03,[115],nevada
john,faso,M,1952-08-25,John J. Faso,rep,Republican,2017-01-03,2019-01-03,[115],new york
scott,taylor,M,1979-06-27,Scott Taylor,rep,Republican,2017-01-03,2019-01-03,[115],virginia
thomas,garrett,M,1972-03-27,"Thomas A. Garrett, Jr.",rep,Republican,2017-01-03,2019-01-03,[115],virginia
karen,handel,F,1962-04-18,Karen C. Handel,rep,Republican,2017-06-26,2019-01-03,[115],georgia
brenda,jones,F,1959-10-24,Brenda Jones,rep,Democrat,2018-11-29,2019-01-03,[115],michigan
tom,marino,M,1952-08-15,Tom Marino,rep,Republican,2017-01-03,2019-01-03,[115],pennsylvania
walter,jones,M,1943-02-10,Walter B. Jones,rep,Republican,2017-01-03,2019-01-03,[115],north carolina
sean,duffy,M,1971-10-03,Sean P. Duffy,rep,Republican,2017-01-03,2019-01-03,[115],wisconsin
chris,collins,M,1950-05-20,Chris Collins,rep,Republican,2017-01-03,2019-01-03,[115],new york
elijah,cummings,M,1951-01-18,Elijah E. Cummings,rep,Democrat,2017-01-03,2019-01-03,[115],maryland
john,isakson,M,1944-12-28,Johnny Isakson,sen,Republican,2017-01-03,2019-12-31,"[115, 116]",georgia
duncan,hunter,M,1976-12-07,Duncan Hunter,rep,Republican,2017-01-03,2019-01-03,[115],california
mark,meadows,M,1959-07-28,Mark Meadows,rep,Republican,2017-01-03,2019-01-03,[115],north carolina
john,ratcliffe,M,1965-10-20,John Ratcliffe,rep,Republican,2017-01-03,2019-01-03,[115],texas
john,lewis,M,1940-02-21,John Lewis,rep,Democrat,2017-01-03,2019-01-03,[115],georgia
tom,graves,M,1970-02-03,Tom Graves,rep,Republican,2017-01-03,2019-01-03,[115],georgia
martha,mcsally,F,1966-03-22,Martha McSally,rep,Republican,2017-01-03,2019-01-03,[115],arizona
paul,cook,M,1943-03-03,Paul Cook,rep,Republican,2017-01-03,2019-01-03,[115],california
lamar,alexander,M,1940-07-03,Lamar Alexander,sen,Republican,2015-01-06,2021-01-03,"[114, 115, 116]",tennessee
michael,enzi,M,1944-02-01,Michael B. Enzi,sen,Republican,2015-01-06,2021-01-03,"[114, 115, 116]",wyoming
pat,roberts,M,1936-04-20,Pat Roberts,sen,Republican,2015-01-06,2021-01-03,"[114, 115, 116]",kansas
tom,udall,M,1948-05-18,Tom Udall,sen,Democrat,2015-01-06,2021-01-03,"[114, 115, 116]",new mexico
justin,amash,M,1980-04-18,Justin Amash,rep,Republican,2017-01-03,2019-01-03,[115],michigan
rob,bishop,M,1951-07-13,Rob Bishop,rep,Republican,2017-01-03,2019-01-03,[115],utah
wm.,clay,M,1956-07-27,Wm. Lacy Clay,rep,Democrat,2017-01-03,2019-01-03,[115],missouri
k.,conaway,M,1948-06-11,K. Michael Conaway,rep,Republican,2017-01-03,2019-01-03,[115],texas
susan,davis,F,1944-04-13,Susan A. Davis,rep,Democrat,2017-01-03,2019-01-03,[115],california
eliot,engel,M,1947-02-18,Eliot L. Engel,rep,Democrat,2017-01-03,2019-01-03,[115],new york
bill,flores,M,1954-02-25,Bill Flores,rep,Republican,2017-01-03,2019-01-03,[115],texas
cory,gardner,M,1974-08-22,Cory Gardner,sen,Republican,2015-01-06,2021-01-03,"[114, 115, 116]",colorado
peter,king,M,1944-04-05,Peter T. King,rep,Republican,2017-01-03,2019-01-03,[115],new york
steve,king,M,1949-05-28,Steve King,rep,Republican,2017-01-03,2019-01-03,[115],iowa
daniel,lipinski,M,1966-07-15,Daniel Lipinski,rep,Democrat,2017-01-03,2019-01-03,[115],illinois
david,loebsack,M,1952-12-23,David Loebsack,rep,Democrat,2017-01-03,2019-01-03,[115],iowa
nita,lowey,F,1937-07-05,Nita M. Lowey,rep,Democrat,2017-01-03,2019-01-03,[115],new york
kenny,marchant,M,1951-02-23,Kenny Marchant,rep,Republican,2017-01-03,2019-01-03,[115],texas
pete,olson,M,1962-12-09,Pete Olson,rep,Republican,2017-01-03,2019-01-03,[115],texas
collin,peterson,M,1944-06-29,Collin C. Peterson,rep,Democrat,2017-01-03,2019-01-03,[115],minnesota
martha,roby,F,1976-07-27,Martha Roby,rep,Republican,2017-01-03,2019-01-03,[115],alabama
david,roe,M,1945-07-21,David P. Roe,rep,Republican,2017-01-03,2019-01-03,[115],tennessee
f.,sensenbrenner,M,1943-06-14,"F. James Sensenbrenner, Jr.",rep,Republican,2017-01-03,2019-01-03,[115],wisconsin
josé,serrano,M,1943-10-24,José E. Serrano,rep,Democrat,2017-01-03,2019-01-03,[115],new york
john,shimkus,M,1958-02-21,John Shimkus,rep,Republican,2017-01-03,2019-01-03,[115],illinois
mac,thornberry,M,1958-07-15,Mac Thornberry,rep,Republican,2017-01-03,2019-01-03,[115],texas
scott,tipton,M,1956-11-09,Scott R. Tipton,rep,Republican,2017-01-03,2019-01-03,[115],colorado
peter,visclosky,M,1949-08-13,Peter J. Visclosky,rep,Democrat,2017-01-03,2019-01-03,[115],indiana
greg,walden,M,1957-01-10,Greg Walden,rep,Republican,2017-01-03,2019-01-03,[115],oregon
rob,woodall,M,1970-02-11,Rob Woodall,rep,Republican,2017-01-03,2019-01-03,[115],georgia
ted,yoho,M,1955-04-13,Ted S. Yoho,rep,Republican,2017-01-03,2019-01-03,[115],florida
doug,collins,M,1966-08-16,Doug Collins,rep,Republican,2017-01-03,2019-01-03,[115],georgia
tulsi,gabbard,F,1981-04-12,Tulsi Gabbard,rep,Democrat,2017-01-03,2019-01-03,[115],hawaii
susan,brooks,F,1960-08-25,Susan W. Brooks,rep,Republican,2017-01-03,2019-01-03,[115],indiana
joseph,kennedy,M,1980-10-04,Joseph P. Kennedy III,rep,Democrat,2017-01-03,2019-01-03,[115],massachusetts
george,holding,M,1968-04-17,George Holding,rep,Republican,2017-01-03,2019-01-03,[115],north carolina
denny,heck,M,1952-07-29,Denny Heck,rep,Democrat,2017-01-03,2019-01-03,[115],washington
bradley,byrne,M,1955-02-16,Bradley Byrne,rep,Republican,2017-01-03,2019-01-03,[115],alabama
ralph,abraham,M,1954-09-16,Ralph Lee Abraham,rep,Republican,2017-01-03,2019-01-03,[115],louisiana
will,hurd,M,1977-08-19,Will Hurd,rep,Republican,2017-01-03,2019-01-03,[115],texas
david,perdue,M,1949-12-10,David Perdue,sen,Republican,2015-01-06,2021-01-03,"[114, 115, 116]",georgia
mark,walker,M,1969-05-20,Mark Walker,rep,Republican,2017-01-03,2019-01-03,[115],north carolina
francis,rooney,M,1953-12-04,Francis Rooney,rep,Republican,2017-01-03,2019-01-03,[115],florida
paul,mitchell,M,1961-05-08,Paul Mitchell,rep,Republican,2017-01-03,2019-01-03,[115],michigan
greg,gianforte,M,1961-04-17,Greg Gianforte,rep,Republican,2017-06-21,2019-01-03,[115],montana
doug,jones,M,1954-05-04,Doug Jones,sen,Democrat,2018-01-03,2021-01-03,"[115, 116]",alabama
kamala,harris,F,1964-10-20,Kamala D. Harris,sen,Democrat,2017-01-03,2021-01-18,"[115, 116, 117]",california
roy,blunt,M,1950-01-10,Roy Blunt,sen,Republican,2017-01-03,2023-01-03,"[115, 116, 117]",missouri
richard,burr,M,1955-11-30,Richard Burr,sen,Republican,2017-01-03,2023-01-03,"[115, 116, 117]",north carolina
patrick,leahy,M,1940-03-31,Patrick J. Leahy,sen,Democrat,2017-01-03,2023-01-03,"[115, 116, 117]",vermont
robert,portman,M,1955-12-19,Rob Portman,sen,Republican,2017-01-03,2023-01-03,"[115, 116, 117]",ohio
richard,shelby,M,1934-05-06,Richard C. Shelby,sen,Republican,2017-01-03,2023-01-03,"[115, 116, 117]",alabama
patrick,toomey,M,1961-11-17,Patrick J. Toomey,sen,Republican,2017-01-03,2023-01-03,"[115, 116, 117]",pennsylvania
james,inhofe,M,1934-11-17,James M. Inhofe,sen,Republican,2015-01-06,2021-01-03,"[114, 115, 116]",oklahoma
benjamin,sasse,M,1972-02-22,Ben Sasse,sen,Republican,2015-01-06,2021-01-03,"[114, 115, 116]",nebraska
dianne,feinstein,F,1933-06-22,Dianne Feinstein,sen,Democrat,2013-01-03,2019-01-03,"[113, 114, 115]",california
robert,menendez,M,1954-01-01,Robert Menendez,sen,Democrat,2013-01-03,2019-01-03,"[113, 114, 115]",new jersey
sherrod,brown,M,1952-11-09,Sherrod Brown,sen,Democrat,2013-01-03,2019-01-03,"[113, 114, 115]",ohio
benjamin,cardin,M,1943-10-05,Benjamin L. Cardin,sen,Democrat,2013-01-03,2019-01-03,"[113, 114, 115]",maryland
thomas,carper,M,1947-01-23,Thomas R. Carper,sen,Democrat,2013-01-03,2019-01-03,"[113, 114, 115]",delaware
robert,casey,M,1960-04-13,"Robert P. Casey, Jr.",sen,Democrat,2013-01-03,2019-01-03,"[113, 114, 115]",pennsylvania
debbie,stabenow,F,1950-04-29,Debbie Stabenow,sen,Democrat,2013-01-03,2019-01-03,"[113, 114, 115]",michigan
jon,tester,M,1956-08-21,Jon Tester,sen,Democrat,2013-01-03,2019-01-03,"[113, 114, 115]",montana
joe,manchin,M,1947-08-24,"Joe Manchin, III",sen,Democrat,2013-01-03,2019-01-03,"[113, 114, 115]",west virginia
kyrsten,sinema,F,1976-07-12,Kyrsten Sinema,rep,Democrat,2017-01-03,2019-01-03,[115],arizona
marco,rubio,M,1971-05-28,Marco Rubio,sen,Republican,2017-01-03,2023-01-03,"[115, 116, 117]",florida
