first_name,last_name,gender,birthday,name,type,party,start_date,end_date,congress_numbers,state
david,cicilline,M,1961-07-15,David N. Cicilline,rep,Democrat,2021-01-03,2023-01-03,[117],rhode island
chris,stewart,M,1960-07-15,Chris Stewart,rep,Republican,2021-01-03,2023-01-03,[117],utah
kevin,mccarthy,M,1965-01-26,Kevin McCarthy,rep,Republican,2021-01-03,2023-01-03,[117],california
bill,johnson,M,1954-11-10,Bill Johnson,rep,Republican,2021-01-03,2023-01-03,[117],ohio
brian,higgins,M,1959-10-06,Brian Higgins,rep,Democrat,2021-01-03,2023-01-03,[117],new york
donald,payne,M,1958-12-17,"Donald M. Payne, Jr.",rep,Democrat,2021-01-03,2023-01-03,[117],new jersey
ken,buck,M,1959-02-16,Ken Buck,rep,Republican,2021-01-03,2023-01-03,[117],colorado
mike,gallagher,M,1984-03-03,Mike Gallagher,rep,Republican,2021-01-03,2023-01-03,[117],wisconsin
sheila,jackson lee,F,1950-01-12,Sheila Jackson Lee,rep,Democrat,2021-01-03,2023-01-03,[117],texas
bill,pascrell,M,1937-01-25,"Bill Pascrell, Jr.",rep,Democrat,2021-01-03,2023-01-03,[117],new jersey
robert,menendez,M,1954-01-01,Robert Menendez,sen,Democrat,2019-01-03,2024-08-20,"[116, 117, 118]",new jersey
matt,gaetz,M,1982-05-07,Matt Gaetz,rep,Republican,2021-01-03,2023-01-03,[117],florida
kelly,armstrong,M,1976-10-08,Kelly Armstrong,rep,Republican,2021-01-03,2023-01-03,[117],north dakota
sherrod,brown,M,1952-11-09,Sherrod Brown,sen,Democrat,2019-01-03,2025-01-03,"[116, 117, 118]",ohio
benjamin,cardin,M,1943-10-05,Benjamin L. Cardin,sen,Democrat,2019-01-03,2025-01-03,"[116, 117, 118]",maryland
thomas,carper,M,1947-01-23,Thomas R. Carper,sen,Democrat,2019-01-03,2025-01-03,"[116, 117, 118]",delaware
robert,casey,M,1960-04-13,"Robert P. Casey, Jr.",sen,Democrat,2019-01-03,2025-01-03,"[116, 117, 118]",pennsylvania
debbie,stabenow,F,1950-04-29,Debbie Stabenow,sen,Democrat,2019-01-03,2025-01-03,"[116, 117, 118]",michigan
jon,tester,M,1956-08-21,Jon Tester,sen,Democrat,2019-01-03,2025-01-03,"[116, 117, 118]",montana
joe,manchin,M,1947-08-24,"Joe Manchin, III",sen,Independent,2019-01-03,2025-01-03,"[116, 117, 118]",west virginia
earl,blumenauer,M,1948-08-16,Earl Blumenauer,rep,Democrat,2021-01-03,2023-01-03,[117],oregon
larry,bucshon,M,1962-05-31,Larry Bucshon,rep,Republican,2021-01-03,2023-01-03,[117],indiana
michael,burgess,M,1950-12-23,Michael C. Burgess,rep,Republican,2021-01-03,2023-01-03,[117],texas
jeff,duncan,M,1966-01-07,Jeff Duncan,rep,Republican,2021-01-03,2023-01-03,[117],south carolina
anna,eshoo,F,1942-12-13,Anna G. Eshoo,rep,Democrat,2021-01-03,2023-01-03,[117],california
kay,granger,F,1943-01-18,Kay Granger,rep,Republican,2021-01-03,2023-01-03,[117],texas
doug,lamborn,M,1954-05-24,Doug Lamborn,rep,Republican,2021-01-03,2023-01-03,[117],colorado
barbara,lee,F,1946-07-16,Barbara Lee,rep,Democrat,2021-01-03,2023-01-03,[117],california
blaine,luetkemeyer,M,1952-05-07,Blaine Luetkemeyer,rep,Republican,2021-01-03,2023-01-03,[117],missouri
patrick,mchenry,M,1975-10-22,Patrick T. McHenry,rep,Republican,2021-01-03,2023-01-03,[117],north carolina
cathy,mcmorris rodgers,F,1969-05-22,Cathy McMorris Rodgers,rep,Republican,2021-01-03,2023-01-03,[117],washington
grace,napolitano,F,1936-12-04,Grace F. Napolitano,rep,Democrat,2021-01-03,2023-01-03,[117],california
bill,posey,M,1947-12-18,Bill Posey,rep,Republican,2021-01-03,2023-01-03,[117],florida
c.,ruppersberger,M,1946-01-31,C. A. Dutch Ruppersberger,rep,Democrat,2021-01-03,2023-01-03,[117],maryland
gregorio,sablan,M,1955-01-19,Gregorio Kilili Camacho Sablan,rep,Democrat,2021-01-03,2023-01-03,[117],mp
john,sarbanes,M,1962-05-22,John P. Sarbanes,rep,Democrat,2021-01-03,2023-01-03,[117],maryland
kyrsten,sinema,F,1976-07-12,Kyrsten Sinema,sen,Independent,2019-01-03,2025-01-03,"[116, 117, 118]",arizona
tony,cárdenas,M,1963-03-31,Tony Cárdenas,rep,Democrat,2021-01-03,2023-01-03,[117],california
daniel,kildee,M,1958-08-11,Daniel T. Kildee,rep,Democrat,2021-01-03,2023-01-03,[117],michigan
ann,kuster,F,1956-09-05,Ann M. Kuster,rep,Democrat,2021-01-03,2023-01-03,[117],new hampshire
brad,wenstrup,M,1958-06-17,Brad R. Wenstrup,rep,Republican,2021-01-03,2023-01-03,[117],ohio
matthew,cartwright,M,1961-05-01,Matt Cartwright,rep,Democrat,2021-01-03,2023-01-03,[117],pennsylvania
derek,kilmer,M,1974-01-01,Derek Kilmer,rep,Democrat,2021-01-03,2023-01-03,[117],washington
garret,graves,M,1972-01-31,Garret Graves,rep,Republican,2021-01-03,2023-01-03,[117],louisiana
alexander,mooney,M,1971-06-05,Alexander X. Mooney,rep,Republican,2021-01-03,2023-01-03,[117],west virginia
a.,ferguson,M,1966-11-15,A. Drew Ferguson IV,rep,Republican,2021-01-03,2023-01-03,[117],georgia
jenniffer,gonzález-colón,F,1976-08-05,Jenniffer González-Colón,rep,Republican,2021-01-03,2023-01-03,[117],pr
debbie,lesko,F,1958-11-14,Debbie Lesko,rep,Republican,2021-01-03,2023-01-03,[117],arizona
susan,wild,F,1957-06-07,Susan Wild,rep,Democrat,2021-01-03,2023-01-03,[117],pennsylvania
katie,porter,F,1974-01-03,Katie Porter,rep,Democrat,2021-01-03,2023-01-03,[117],california
greg,pence,M,1956-11-14,Greg Pence,rep,Republican,2021-01-03,2023-01-03,[117],indiana
david,trone,M,1955-09-21,David J. Trone,rep,Democrat,2021-01-03,2023-01-03,[117],maryland
dean,phillips,M,1969-01-20,Dean Phillips,rep,Democrat,2021-01-03,2023-01-03,[117],minnesota
colin,allred,M,1983-04-15,Colin Z. Allred,rep,Democrat,2021-01-03,2023-01-03,[117],texas
abigail,spanberger,F,1979-08-07,Abigail Davis Spanberger,rep,Democrat,2021-01-03,2023-01-03,[117],virginia
jennifer,wexton,F,1968-05-27,Jennifer Wexton,rep,Democrat,2021-01-03,2023-01-03,[117],virginia
mike,braun,M,1954-03-24,Mike Braun,sen,Republican,2019-01-03,2025-01-03,"[116, 117, 118]",indiana
mitt,romney,M,1947-03-12,Mitt Romney,sen,Republican,2019-01-03,2025-01-03,"[116, 117, 118]",utah
dan,bishop,M,1964-07-01,Dan Bishop,rep,Republican,2021-01-03,2023-01-03,[117],north carolina
mike,garcia,M,1976-04-24,Mike Garcia,rep,Republican,2021-01-03,2023-01-03,[117],california
jerry,carl,M,1958-06-17,Jerry L. Carl,rep,Republican,2021-01-03,2023-01-03,[117],alabama
